cell_line,task,balancing,model,val_auprc,val_auroc,required_time
HelaS3,Active promoters vs inactive promoters,full_balanced,simple,0.4081969033967874,0.4955876075262821,24.53769564628601
HelaS3,Active promoters vs inactive promoters,full_balanced,simple,0.5962808677170355,0.7054647018493727,24.530203104019165
HelaS3,Active enhancers and promoters vs anything else,balanced,simple,0.37271062704085417,0.8379515129551419,101.53734111785887
HelaS3,Active enhancers and promoters vs anything else,balanced,simple,0.3994113774538289,0.8381036520709991,101.76901245117188
HelaS3,Active enhancers and promoters vs anything else,balanced,simple,0.35699170345204584,0.8332582410260385,101.22590208053587
HelaS3,Active enhancers and promoters vs anything else,balanced,simple,0.35234163940260343,0.8272734204268289,101.55865693092346
HelaS3,Active enhancers and promoters vs anything else,balanced,simple,0.3858852981714522,0.8430966126607269,101.45725750923157
HelaS3,Active enhancers and promoters vs anything else,balanced,simple,0.2440606914062642,0.7830388864504254,101.26379323005676
HelaS3,Active enhancers and promoters vs anything else,balanced,simple,0.2506822998817493,0.7823420071512477,102.0609827041626
HelaS3,Active enhancers and promoters vs anything else,balanced,simple,0.35785903571890243,0.8178860225887996,102.10937738418579
HelaS3,Active enhancers and promoters vs anything else,balanced,simple,0.2389345015115741,0.7942785073270306,101.18721461296082
HelaS3,Active enhancers and promoters vs anything else,balanced,simple,0.3931219051289733,0.8414606835495793,102.12966990470886
HelaS3,Active enhancers and promoters vs anything else,unbalanced,simple,0.3809812218811965,0.8772119468087102,469.79657077789307
HelaS3,Active enhancers and promoters vs anything else,unbalanced,simple,0.35420572509375264,0.8759465476488189,468.8730354309082
HelaS3,Active enhancers and promoters vs anything else,unbalanced,simple,0.3452921554816302,0.8752725534011891,468.5232217311859
HelaS3,Active enhancers and promoters vs anything else,unbalanced,simple,0.35838475039802875,0.8668311188502122,470.0189731121063
HelaS3,Active enhancers and promoters vs anything else,unbalanced,simple,0.2769616856493485,0.8702347675511194,469.4426052570343
HelaS3,Active enhancers and promoters vs anything else,unbalanced,simple,0.3097612519569428,0.870883669180896,469.4321308135986
HelaS3,Active enhancers and promoters vs anything else,unbalanced,simple,0.4189721679126622,0.8848122180783543,468.4174129962921
HelaS3,Active enhancers and promoters vs anything else,unbalanced,simple,0.3607246635289376,0.8759461584282873,469.159476518631
HelaS3,Active enhancers and promoters vs anything else,unbalanced,simple,0.3257222440166953,0.8747093133126174,463.8329269886017
HelaS3,Active enhancers and promoters vs anything else,unbalanced,simple,0.3995199509042098,0.8781030432431164,469.5113327503204
HelaS3,Active enhancers and promoters vs anything else,full_balanced,simple,0.5439395427337834,0.8210299345267023,57.79929852485657
HelaS3,Active enhancers and promoters vs anything else,full_balanced,simple,0.536241328527412,0.8155547617648278,57.24967336654663
HelaS3,Active enhancers and promoters vs anything else,full_balanced,simple,0.5375761602227298,0.8122468088542899,57.54016399383545
HelaS3,Active enhancers and promoters vs anything else,full_balanced,simple,0.5308654347678426,0.8204549147046664,57.79274821281433
HelaS3,Active enhancers and promoters vs anything else,full_balanced,simple,0.5520144493862177,0.8259325940871954,58.87801957130432
HelaS3,Active enhancers and promoters vs anything else,full_balanced,simple,0.5292007691391588,0.8129653878881838,57.9555127620697
HelaS3,Active enhancers and promoters vs anything else,full_balanced,simple,0.5276043947810442,0.8097857787377305,57.78701186180115
HelaS3,Active enhancers and promoters vs anything else,full_balanced,simple,0.5713687854093843,0.8274237956795313,57.61553144454956
HelaS3,Active enhancers and promoters vs anything else,full_balanced,simple,0.5215692828143423,0.8118515595695209,57.57874584197998
HelaS3,Active enhancers and promoters vs anything else,full_balanced,simple,0.5573566624616906,0.8027146330151909,57.74040818214417
HelaS3,Inactive enhancers vs inactive promoters,balanced,simple,0.5835946546628761,0.7484677234898263,43.736814737319946
HelaS3,Inactive enhancers vs inactive promoters,balanced,simple,0.5374317784982006,0.7170054898450015,44.259692430496216
HelaS3,Inactive enhancers vs inactive promoters,balanced,simple,0.5860056181912514,0.7687889752743966,44.266624212265015
HelaS3,Inactive enhancers vs inactive promoters,balanced,simple,0.3351841506715336,0.5016329165181197,44.611274003982544
HelaS3,Inactive enhancers vs inactive promoters,balanced,simple,0.5985915646919727,0.7823094275290419,42.15273118019104
HelaS3,Inactive enhancers vs inactive promoters,balanced,simple,0.5933861693437446,0.7782828304707209,44.488845109939575
HelaS3,Inactive enhancers vs inactive promoters,balanced,simple,0.5166531296313175,0.7293045992455263,44.8586950302124
HelaS3,Inactive enhancers vs inactive promoters,balanced,simple,0.5846758507981755,0.757653330536086,44.2978401184082
HelaS3,Inactive enhancers vs inactive promoters,balanced,simple,0.5904786683973068,0.7620884032107207,44.33125686645508
HelaS3,Inactive enhancers vs inactive promoters,balanced,simple,0.5406532125518769,0.754442932607173,44.33349084854126
HelaS3,Inactive enhancers vs inactive promoters,unbalanced,simple,0.5811901759965508,0.7989259145549705,235.7400465011597
HelaS3,Inactive enhancers vs inactive promoters,unbalanced,simple,0.5989242006395374,0.8125933314206056,236.7436099052429
HelaS3,Inactive enhancers vs inactive promoters,unbalanced,simple,0.6345073506939699,0.8182242457038583,246.91944885253903
HelaS3,Inactive enhancers vs inactive promoters,unbalanced,simple,0.5812839729070056,0.8018696250595301,234.93099284172058
HelaS3,Inactive enhancers vs inactive promoters,unbalanced,simple,0.6268079681225649,0.8177168603476654,235.1391294002533
HelaS3,Inactive enhancers vs inactive promoters,unbalanced,simple,0.6491880430897893,0.8226296262054175,247.3441591262817
HelaS3,Inactive enhancers vs inactive promoters,unbalanced,simple,0.594473956237399,0.8127791766837305,235.2306573390961
HelaS3,Inactive enhancers vs inactive promoters,unbalanced,simple,0.6388980239392971,0.8194077682448656,235.13182353973392
HelaS3,Inactive enhancers vs inactive promoters,unbalanced,simple,0.6540676055417713,0.8258585828906361,247.6074755191803
HelaS3,Inactive enhancers vs inactive promoters,unbalanced,simple,0.6321551024136453,0.8183940928158526,235.5330560207367
HelaS3,Inactive enhancers vs inactive promoters,full_balanced,simple,0.7150155886166356,0.7443153189499659,33.880464553833015
HelaS3,Inactive enhancers vs inactive promoters,full_balanced,simple,0.5056263193106041,0.4958869202014728,33.56224966049194
HelaS3,Inactive enhancers vs inactive promoters,full_balanced,simple,0.7103565175921661,0.7537354732323549,33.08056402206421
HelaS3,Inactive enhancers vs inactive promoters,full_balanced,simple,0.5090819184525571,0.4996361432054781,33.74053883552551
HelaS3,Inactive enhancers vs inactive promoters,full_balanced,simple,0.7227041678550916,0.7582773245297946,33.664316415786736
HelaS3,Inactive enhancers vs inactive promoters,full_balanced,simple,0.7197481208689652,0.7572403678330042,33.486587047576904
HelaS3,Inactive enhancers vs inactive promoters,full_balanced,simple,0.6612463584125884,0.6563066887892958,33.270442485809326
HelaS3,Inactive enhancers vs inactive promoters,full_balanced,simple,0.6853909735106412,0.6910306500532193,33.55508017539978
HelaS3,Inactive enhancers vs inactive promoters,full_balanced,simple,0.7385714640865079,0.7692836341919838,33.924887895584106
HelaS3,Inactive enhancers vs inactive promoters,full_balanced,simple,0.7234595223195596,0.7349347388783779,32.992696523666375
HelaS3,Active enhancers vs active promoters,balanced,simple,0.6531167935278603,0.8602279397560011,16.809632062911987
HelaS3,Active enhancers vs active promoters,balanced,simple,0.608764139512807,0.8514812993725919,17.015020847320553
HelaS3,Active enhancers vs active promoters,balanced,simple,0.6816416100053672,0.8574616650561692,16.092448234558105
HelaS3,Active enhancers vs active promoters,balanced,simple,0.30588075015861355,0.6676470364987188,17.806009531021118
HelaS3,Active enhancers vs active promoters,balanced,simple,0.6923302872857992,0.8567687610921754,16.42757296562195
HelaS3,Active enhancers vs active promoters,balanced,simple,0.3982888457795289,0.7543339424824222,16.099963426589966
HelaS3,Active enhancers vs active promoters,balanced,simple,0.4920107216541254,0.8062004013265774,16.052376747131348
HelaS3,Active enhancers vs active promoters,balanced,simple,0.6883915443700309,0.8697628318034172,16.758947134017944
HelaS3,Active enhancers vs active promoters,balanced,simple,0.5669117661331899,0.813722807064944,16.992920398712158
HelaS3,Active enhancers vs active promoters,balanced,simple,0.6594078936695359,0.8476724811548407,16.331506490707394
HelaS3,Active enhancers vs active promoters,unbalanced,simple,0.5403170083515988,0.8518080811283689,27.2045476436615
HelaS3,Active enhancers vs active promoters,unbalanced,simple,0.5895896863206109,0.8563904355342649,27.170469999313354
HelaS3,Active enhancers vs active promoters,unbalanced,simple,0.5540940819248077,0.8338068088862329,27.22670388221741
HelaS3,Active enhancers vs active promoters,unbalanced,simple,0.5880422915244846,0.8575247899682858,27.4179801940918
HelaS3,Active enhancers vs active promoters,unbalanced,simple,0.3418501467221884,0.812893677583641,27.19887542724609
HelaS3,Active enhancers vs active promoters,unbalanced,simple,0.5738365286434219,0.8652038545535393,27.0828869342804
HelaS3,Active enhancers vs active promoters,unbalanced,simple,0.5860804134673507,0.8631641660525898,27.269219636917114
HelaS3,Active enhancers vs active promoters,unbalanced,simple,0.5650647437364447,0.8612833235517247,27.31878399848938
HelaS3,Active enhancers vs active promoters,unbalanced,simple,0.5837591339330204,0.8618694489623806,27.50089263916016
HelaS3,Active enhancers vs active promoters,unbalanced,simple,0.565058423185525,0.8534036122069417,27.324917078018192
HelaS3,Active enhancers vs active promoters,full_balanced,simple,0.7591470662537996,0.8438712025547886,13.898110389709473
HelaS3,Active enhancers vs active promoters,full_balanced,simple,0.7359400349079819,0.833797597842633,14.183305740356445
HelaS3,Active enhancers vs active promoters,full_balanced,simple,0.7805486476484208,0.8510792473288538,13.12621545791626
HelaS3,Active enhancers vs active promoters,full_balanced,simple,0.6473205786048274,0.78772130270144,13.093289613723755
HelaS3,Active enhancers vs active promoters,full_balanced,simple,0.7797692433215571,0.8561474635549213,13.29793405532837
HelaS3,Active enhancers vs active promoters,full_balanced,simple,0.7179510492981572,0.8047281756942526,13.43461561203003
HelaS3,Active enhancers vs active promoters,full_balanced,simple,0.7617044253119292,0.83003325729954,13.378514528274536
HelaS3,Active enhancers vs active promoters,full_balanced,simple,0.7578840126524439,0.8388560478920704,13.24220895767212
HelaS3,Active enhancers vs active promoters,full_balanced,simple,0.7498511595401511,0.8534635057521452,13.42021656036377
HelaS3,Active enhancers vs active promoters,full_balanced,simple,0.77140768354267,0.8568662205593294,13.58508563041687
HelaS3,Active enhancers vs inactive enhancers,balanced,simple,0.24408631454160595,0.6350952308846866,20.891389369964603
HelaS3,Active enhancers vs inactive enhancers,balanced,simple,0.3216582871272833,0.7146103820036571,20.875043630599976
HelaS3,Active enhancers vs inactive enhancers,balanced,simple,0.2467592474843921,0.6498646454938153,21.536343812942505
HelaS3,Active enhancers vs inactive enhancers,balanced,simple,0.3010511900704109,0.6750801911221402,20.77604460716248
HelaS3,Active enhancers vs inactive enhancers,balanced,simple,0.2239802470927048,0.6396463392156418,21.47456502914429
HelaS3,Active enhancers vs inactive enhancers,balanced,simple,0.31099155781130805,0.7003378134489433,21.015622615814213
HelaS3,Active enhancers vs inactive enhancers,balanced,simple,0.3061397386638909,0.6872479811217344,21.15321660041809
HelaS3,Active enhancers vs inactive enhancers,balanced,simple,0.1898792009497044,0.6234533793780497,20.72260856628418
HelaS3,Active enhancers vs inactive enhancers,balanced,simple,0.29497083106011057,0.7020153062050245,21.071313381195072
HelaS3,Active enhancers vs inactive enhancers,balanced,simple,0.2495250110470669,0.6599142415256336,21.012286663055423
HelaS3,Active enhancers vs inactive enhancers,unbalanced,simple,0.08282413220669503,0.6409732034680985,69.22730779647827
HelaS3,Active enhancers vs inactive enhancers,unbalanced,simple,0.10426109977837268,0.6616043626888418,68.76698803901671
HelaS3,Active enhancers vs inactive enhancers,unbalanced,simple,0.0859357236058314,0.6433564144709267,68.47722673416139
HelaS3,Active enhancers vs inactive enhancers,unbalanced,simple,0.08926392981905175,0.6393128228972325,68.72342562675476
HelaS3,Active enhancers vs inactive enhancers,unbalanced,simple,0.10461768860633844,0.6570043025018654,69.00401306152344
HelaS3,Active enhancers vs inactive enhancers,unbalanced,simple,0.09185879842778172,0.6485199271978629,68.52085113525389
HelaS3,Active enhancers vs inactive enhancers,unbalanced,simple,0.09963273650274662,0.6569344278973845,68.79525256156921
HelaS3,Active enhancers vs inactive enhancers,unbalanced,simple,0.08843903599721513,0.6450091405628617,68.7437059879303
HelaS3,Active enhancers vs inactive enhancers,unbalanced,simple,0.08894716760254577,0.65123489274874,68.5637629032135
HelaS3,Active enhancers vs inactive enhancers,unbalanced,simple,0.09035613095580504,0.6414404434376749,68.69138050079346
HelaS3,Active enhancers vs inactive enhancers,full_balanced,simple,0.4768731878789443,0.6601693267632833,13.726136684417725
HelaS3,Active enhancers vs inactive enhancers,full_balanced,simple,0.4477444055065832,0.6379312426307515,13.365197658538818
HelaS3,Active enhancers vs inactive enhancers,full_balanced,simple,0.4704760750557514,0.6508483781036756,13.209905862808228
HelaS3,Active enhancers vs inactive enhancers,full_balanced,simple,0.5025901662217056,0.6646025838325921,13.219125032424927
HelaS3,Active enhancers vs inactive enhancers,full_balanced,simple,0.4691560022860953,0.646266205130883,15.827463150024414
HelaS3,Active enhancers vs inactive enhancers,full_balanced,simple,0.4940101350798751,0.6630694197885918,16.12732243537903
HelaS3,Active enhancers vs inactive enhancers,full_balanced,simple,0.4844056321936076,0.6625192905743305,15.819085836410522
HelaS3,Active enhancers vs inactive enhancers,full_balanced,simple,0.4176434333071167,0.6017224795943505,15.869328022003176
HelaS3,Active enhancers vs inactive enhancers,full_balanced,simple,0.4802607952663612,0.6503586014594466,16.067052841186527
HelaS3,Active enhancers vs inactive enhancers,full_balanced,simple,0.4626348993281182,0.6506202742542735,15.913889646530151
GM12878,Active promoters vs inactive promoters,balanced,simple,0.2271163581374619,0.5078972047252375,35.562784671783454
GM12878,Active promoters vs inactive promoters,balanced,simple,0.5039715290501141,0.8009437677903698,35.267086744308465
GM12878,Active promoters vs inactive promoters,balanced,simple,0.22106138361118124,0.4992793207196631,35.97138786315918
GM12878,Active promoters vs inactive promoters,balanced,simple,0.4149809737277839,0.7513734100278977,35.84258079528809
GM12878,Active promoters vs inactive promoters,balanced,simple,0.44510675627882335,0.7826147685857607,35.94888138771057
GM12878,Active promoters vs inactive promoters,balanced,simple,0.4301216722353287,0.7525824667951205,36.0055365562439
GM12878,Active promoters vs inactive promoters,balanced,simple,0.44813472261461856,0.7791948642808769,35.6566948890686
GM12878,Active promoters vs inactive promoters,balanced,simple,0.4653996529235509,0.7766275458421625,36.01940250396728
GM12878,Active promoters vs inactive promoters,balanced,simple,0.4344349960608057,0.7681694668791527,35.582696437835686
GM12878,Active promoters vs inactive promoters,balanced,simple,0.42863619536054703,0.7444892884431283,35.84378981590271
GM12878,Active promoters vs inactive promoters,unbalanced,simple,0.5552185773849487,0.8614388560055419,167.05897307395938
GM12878,Active promoters vs inactive promoters,unbalanced,simple,0.44394882981622297,0.8475050877517181,166.17505478858948
GM12878,Active promoters vs inactive promoters,unbalanced,simple,0.5664247348092502,0.8701627838758428,166.5406458377838
GM12878,Active promoters vs inactive promoters,unbalanced,simple,0.3974251425407461,0.8388097247008622,166.77692198753357
GM12878,Active promoters vs inactive promoters,unbalanced,simple,0.5182726744500673,0.8527579925649728,166.89036917686462
GM12878,Active promoters vs inactive promoters,unbalanced,simple,0.5393413565978152,0.8585669762413772,166.68208861351013
GM12878,Active promoters vs inactive promoters,unbalanced,simple,0.5063315864315385,0.8412376071746012,167.4552848339081
GM12878,Active promoters vs inactive promoters,unbalanced,simple,0.5364921264157209,0.8605303738848338,167.27515864372253
GM12878,Active promoters vs inactive promoters,unbalanced,simple,0.5496227891607558,0.8577662763721109,166.620432138443
GM12878,Active promoters vs inactive promoters,unbalanced,simple,0.5087135627180337,0.8597605245780322,166.6210889816284
GM12878,Active promoters vs inactive promoters,full_balanced,simple,0.41015707757228936,0.4964079004233794,24.568744659423828
GM12878,Active promoters vs inactive promoters,full_balanced,simple,0.6399422213068149,0.7507566301938152,24.8113751411438
GM12878,Active promoters vs inactive promoters,full_balanced,simple,0.4191885162651265,0.504458876520657,23.781764030456554
GM12878,Active promoters vs inactive promoters,full_balanced,simple,0.4106334822758976,0.5033903857574804,24.80279922485352
GM12878,Active promoters vs inactive promoters,full_balanced,simple,0.6555105408020391,0.7764602062481709,24.94841837882996
GM12878,Active promoters vs inactive promoters,full_balanced,simple,0.4056629891668213,0.4972074507265098,24.46024489402771
GM12878,Active promoters vs inactive promoters,full_balanced,simple,0.3983853717501729,0.4951170006504234,25.67863821983337
GM12878,Active promoters vs inactive promoters,full_balanced,simple,0.4240255197538997,0.5122746910342146,24.988767385482788
GM12878,Active promoters vs inactive promoters,full_balanced,simple,0.7053459196379691,0.7986662342385692,24.25174045562744
GM12878,Active promoters vs inactive promoters,full_balanced,simple,0.6404591879672621,0.7563578732045959,24.629920959472656
GM12878,Active enhancers and promoters vs anything else,balanced,simple,0.36003854351933384,0.7862377172627008,100.28267049789429
GM12878,Active enhancers and promoters vs anything else,balanced,simple,0.3685948649040121,0.7998528328701171,101.59178853034972
GM12878,Active enhancers and promoters vs anything else,balanced,simple,0.39452341737825936,0.7831930210217494,100.8311047554016
GM12878,Active enhancers and promoters vs anything else,balanced,simple,0.3637983151181596,0.8077813875895217,100.72162818908691
GM12878,Active enhancers and promoters vs anything else,balanced,simple,0.357651999176132,0.7962439580900043,101.25613212585449
GM12878,Active enhancers and promoters vs anything else,balanced,simple,0.416394160316814,0.8316347315236075,100.642804145813
GM12878,Active enhancers and promoters vs anything else,balanced,simple,0.3654038886010963,0.8013803161180207,101.53838872909546
GM12878,Active enhancers and promoters vs anything else,balanced,simple,0.3785139014682079,0.7986155523007149,101.93216705322266
GM12878,Active enhancers and promoters vs anything else,balanced,simple,0.41746491050137663,0.8156449067025212,101.41431307792664
GM12878,Active enhancers and promoters vs anything else,balanced,simple,0.3934098448483816,0.8013207568080492,101.79668688774107
GM12878,Active enhancers and promoters vs anything else,unbalanced,simple,0.4259777142534268,0.856991429976673,445.0941059589386
GM12878,Active enhancers and promoters vs anything else,unbalanced,simple,0.4131819102174096,0.8590435924207933,444.7705490589142
GM12878,Active enhancers and promoters vs anything else,unbalanced,simple,0.3768781804142356,0.8495474531138717,444.2796266078949
GM12878,Active enhancers and promoters vs anything else,unbalanced,simple,0.32370846453050073,0.8510698396413304,442.87268114089966
GM12878,Active enhancers and promoters vs anything else,unbalanced,simple,0.3732060603583099,0.8528111098833988,439.1164860725403
GM12878,Active enhancers and promoters vs anything else,unbalanced,simple,0.4131817112724886,0.8570671508613834,440.6116847991944
GM12878,Active enhancers and promoters vs anything else,unbalanced,simple,0.3956397830001408,0.8502775641475693,442.29658555984497
GM12878,Active enhancers and promoters vs anything else,unbalanced,simple,0.3983272378762492,0.8551189058975888,443.27989315986633
GM12878,Active enhancers and promoters vs anything else,unbalanced,simple,0.3726319893587777,0.85173516133027,441.92996907234186
GM12878,Active enhancers and promoters vs anything else,unbalanced,simple,0.36858627907160746,0.8425054362578607,441.8833820819855
GM12878,Active enhancers and promoters vs anything else,full_balanced,simple,0.5149289053405635,0.7900883647123311,64.1339955329895
GM12878,Active enhancers and promoters vs anything else,full_balanced,simple,0.5192207581322777,0.7877211792513283,62.825528860092156
GM12878,Active enhancers and promoters vs anything else,full_balanced,simple,0.5116857199549817,0.7941929661057429,63.1603627204895
GM12878,Active enhancers and promoters vs anything else,full_balanced,simple,0.4454702248754739,0.7657390964883277,63.490784645080566
GM12878,Active enhancers and promoters vs anything else,full_balanced,simple,0.506836137284654,0.7865036788370396,64.05113816261293
GM12878,Active enhancers and promoters vs anything else,full_balanced,simple,0.5054593630633307,0.7866035751345981,63.22381472587586
GM12878,Active enhancers and promoters vs anything else,full_balanced,simple,0.460580335280496,0.7555833703972289,64.11175346374512
GM12878,Active enhancers and promoters vs anything else,full_balanced,simple,0.5264981603686271,0.7944143661054741,60.46587610244751
GM12878,Active enhancers and promoters vs anything else,full_balanced,simple,0.5043281800958389,0.7752047396103704,62.493435621261604
GM12878,Active enhancers and promoters vs anything else,full_balanced,simple,0.5259016688095263,0.7960861423805204,62.981045961380005
GM12878,Inactive enhancers vs inactive promoters,balanced,simple,0.5662600107000638,0.7659379212505459,39.77424478530885
GM12878,Inactive enhancers vs inactive promoters,balanced,simple,0.5631904547050578,0.7602588441390219,39.45654487609863
GM12878,Inactive enhancers vs inactive promoters,balanced,simple,0.5548757070052786,0.7564325365252341,39.228634595870965
GM12878,Inactive enhancers vs inactive promoters,balanced,simple,0.5744494089460365,0.7721496826679941,39.63157176971436
GM12878,Inactive enhancers vs inactive promoters,balanced,simple,0.5735213433568936,0.7740063336614726,39.36110877990723
GM12878,Inactive enhancers vs inactive promoters,balanced,simple,0.5030052906330282,0.7433611404734192,39.584233283996575
GM12878,Inactive enhancers vs inactive promoters,balanced,simple,0.5596253558757277,0.7622030012342406,39.405587434768684
GM12878,Inactive enhancers vs inactive promoters,balanced,simple,0.5777632206673523,0.7701511011878279,39.41008400917053
GM12878,Inactive enhancers vs inactive promoters,balanced,simple,0.5119183282437092,0.7366253831369822,39.42130565643311
GM12878,Inactive enhancers vs inactive promoters,balanced,simple,0.5806277697428601,0.77378354471882,39.31563901901245
GM12878,Inactive enhancers vs inactive promoters,unbalanced,simple,0.6112697756253445,0.8184058818574943,200.18109560012817
GM12878,Inactive enhancers vs inactive promoters,unbalanced,simple,0.6377475834566453,0.8279100671987333,200.4371054172516
GM12878,Inactive enhancers vs inactive promoters,unbalanced,simple,0.6382407839248018,0.8258755316964828,200.73211860656738
GM12878,Inactive enhancers vs inactive promoters,unbalanced,simple,0.619299592466384,0.8189466289011419,200.9486095905304
GM12878,Inactive enhancers vs inactive promoters,unbalanced,simple,0.5885223201359681,0.814839593475986,201.0081593990326
GM12878,Inactive enhancers vs inactive promoters,unbalanced,simple,0.5914587162297554,0.8154572957426081,201.1649363040924
GM12878,Inactive enhancers vs inactive promoters,unbalanced,simple,0.5393651427736708,0.7953377488429263,201.3654203414917
GM12878,Inactive enhancers vs inactive promoters,unbalanced,simple,0.6091642987780685,0.8172402689119346,201.82444405555725
GM12878,Inactive enhancers vs inactive promoters,unbalanced,simple,0.6260066809810767,0.8226798576952759,202.00498008728027
GM12878,Inactive enhancers vs inactive promoters,unbalanced,simple,0.6342313874883432,0.8172037406682617,201.5053954124451
GM12878,Inactive enhancers vs inactive promoters,full_balanced,simple,0.759147138001814,0.7830315706663789,29.556874752044678
GM12878,Inactive enhancers vs inactive promoters,full_balanced,simple,0.73679890870823,0.7688421265616059,29.55912065505981
GM12878,Inactive enhancers vs inactive promoters,full_balanced,simple,0.7368532003720488,0.7625743105340466,29.46910071372986
GM12878,Inactive enhancers vs inactive promoters,full_balanced,simple,0.5059667344986902,0.4978479944297166,29.66033363342285
GM12878,Inactive enhancers vs inactive promoters,full_balanced,simple,0.6390899817709895,0.6398648275306805,29.75317645072937
GM12878,Inactive enhancers vs inactive promoters,full_balanced,simple,0.7061622195570358,0.7322785045067564,29.61966347694397
GM12878,Inactive enhancers vs inactive promoters,full_balanced,simple,0.7143094667723078,0.7475554857955309,29.78522610664368
GM12878,Inactive enhancers vs inactive promoters,full_balanced,simple,0.7335024575298554,0.7717567890474241,29.541877269744873
GM12878,Inactive enhancers vs inactive promoters,full_balanced,simple,0.7439410635658,0.7717221927229964,29.590827226638797
GM12878,Inactive enhancers vs inactive promoters,full_balanced,simple,0.7210193968188725,0.7428870143794644,29.939182996749878
GM12878,Active enhancers vs active promoters,balanced,simple,0.6684155356103586,0.8251152247603893,18.187975406646725
GM12878,Active enhancers vs active promoters,balanced,simple,0.8037038394992269,0.9010091172311392,17.693685293197632
GM12878,Active enhancers vs active promoters,balanced,simple,0.7494883563983292,0.8894257393594669,17.13836121559143
GM12878,Active enhancers vs active promoters,balanced,simple,0.7305826939756663,0.8751318003464628,16.69087290763855
GM12878,Active enhancers vs active promoters,balanced,simple,0.6822147089421358,0.8521041233019111,17.241544008255005
GM12878,Active enhancers vs active promoters,balanced,simple,0.7904637400817918,0.8906262383231226,17.28381872177124
GM12878,Active enhancers vs active promoters,balanced,simple,0.7946327666813917,0.8936770992953286,17.296663522720337
GM12878,Active enhancers vs active promoters,balanced,simple,0.7767644996885604,0.8853176902987772,17.44179940223694
GM12878,Active enhancers vs active promoters,balanced,simple,0.7763422708437082,0.8845906364827819,17.33285927772522
GM12878,Active enhancers vs active promoters,balanced,simple,0.7091977428595032,0.8553219741932462,17.25641655921936
GM12878,Active enhancers vs active promoters,unbalanced,simple,0.6983567576073011,0.8887737432690136,30.33683276176453
GM12878,Active enhancers vs active promoters,unbalanced,simple,0.691552908613781,0.8791107188236629,29.158740758895874
GM12878,Active enhancers vs active promoters,unbalanced,simple,0.7129101296154708,0.9034735456990279,29.354791164398193
